Date,Time,Temperature,Sound,Humidity
2024-02-20,21:50:38,20.222856673686792,54.35484087179881,55.67968750409111
2024-02-20,21:50:35,19.965238522108656,38.15461514108445,38.90168096536241
2024-02-20,21:50:34,21.73295811465446,58.402677540743205,48.03393595822719
2024-02-20,21:50:35,29.14303335154914,56.76959685058272,44.71902728527359
2024-02-20,21:50:37,26.56899494143832,56.53987438920967,46.70616556968726
2024-02-20,21:50:35,21.08207660572628,61.76138557027407,59.59075643421753
2024-02-20,21:50:37,25.42370807659107,60.54982013521692,53.880320689869855
2024-02-20,21:50:37,21.82845767316326,51.641390773134646,43.27070204019204
2024-02-20,21:50:36,21.93114262147393,66.10461412049578,56.22526876762274
2024-02-20,21:50:35,25.897342119235887,68.7259681016227,41.55374851940195
2024-02-20,21:50:35,26.35539519241101,52.00348239270255,47.32833329733491
2024-02-20,21:50:36,28.286754319416083,51.5570673870123,47.39837889212057
2024-02-20,21:50:36,20.995839799947863,54.47217794431749,53.00107017422895
2024-02-20,21:50:38,20.936455681156144,65.26161249520354,59.03672470581022
2024-02-20,21:50:38,26.667306127912944,58.98211745689514,58.760693030598
2024-02-20,21:50:36,27.690144211628912,52.77536335372045,40.83314901624399
2024-02-20,21:50:35,23.97860507655027,62.21708519328005,46.898887894837685
2024-02-20,21:50:37,22.663716121845624,54.44971244956989,59.43178280595981
2024-02-20,21:50:38,28.33509972161773,65.90143144805118,59.46408826388933
2024-02-20,21:50:34,23.8421460168074,52.5673604153061,40.88576956346967
2024-02-20,21:50:38,29.630562848206186,51.48384578594193,48.52684151671227
2024-02-20,21:50:38,27.205128664856996,61.02622221271266,57.44030981938505
2024-02-20,21:50:36,25.98880458367657,68.42921913837327,53.515754779934745
2024-02-20,21:50:38,21.54902807889469,54.68851817967763,51.70020615104819
2024-02-20,21:50:37,29.750212678481745,55.20120808276289,55.99698938762464
2024-02-20,21:50:36,21.460100643582464,58.569224181211496,42.642118133812815
2024-02-20,21:50:38,27.90426928427817,62.85899283975316,41.350756314265006
2024-02-20,21:50:34,22.29999507112308,52.28121020147406,54.31731565567746
2024-02-20,21:50:38,21.33009281641284,60.59966853579672,48.7544888095578
2024-02-20,21:50:38,25.725788599187496,59.099625115422015,49.45630398678943
2024-02-20,21:50:37,28.273819787249465,61.503349121284245,40.76381012132465
2024-02-20,21:50:37,26.56298840965365,63.31149897973481,53.90000557692037
2024-02-20,21:50:38,23.340133008611552,64.99482489204148,51.01635195082103
2024-02-20,21:50:37,24.853724094630685,54.59481856809896,56.71094836486894
2024-02-20,21:50:37,25.242812413314603,72.11207949768055,50.41703376087816
2024-02-20,21:50:35,26.33480132250477,54.49574536749236,49.513314720575664
2024-02-20,21:50:38,28.494417024931465,52.909987786894106,49.837235386182606
2024-02-20,21:50:37,22.649583565897352,55.20102841689356,41.04384275919316
2024-02-20,21:50:36,29.618857530194152,66.29661135181708,51.38167283467865
2024-02-20,21:50:35,29.451880112017477,62.018080975831055,48.73916028677456
2024-02-20,21:50:38,24.73073660415622,62.96160194521714,53.69665627640924
2024-02-20,21:50:36,11.680600419885202,71.38659099831938,47.1147716426205
2024-02-20,21:50:36,13.209178712723263,37.771203817223096,31.33052332429114
