Date,Time,Temperature,Sound,Humidity
2024-02-20,21:50:33,22.368096343748935,68.1606090603606,53.992676206241896
2024-02-20,21:50:33,27.36572969831416,57.04758101228862,42.56863426704083
2024-02-20,21:50:33,27.517570938000006,63.760817544623485,43.46639945767335
2024-02-20,21:50:33,20.840577459567015,67.07637679114654,42.27298519196037
2024-02-20,21:50:33,27.563219751410013,68.36709837642292,48.89490767876035
2024-02-20,21:50:33,20.007933725041212,65.286805233282,48.9618295057809
2024-02-20,21:50:33,20.212611205057193,60.947745647044655,58.695062424466755
2024-02-20,21:50:33,25.061891550929886,54.43621946617141,45.16775177934364
2024-02-20,21:50:33,28.968942681317365,60.24898570418202,56.65355972379564
2024-02-20,21:50:33,29.799591390876202,57.7644616147778,53.634388566017826
2024-02-20,21:50:33,26.366264979614524,58.39650928055285,42.25632020256473
2024-02-20,21:50:33,25.526738319717758,58.94649286929841,53.21078205707519
2024-02-20,21:50:33,22.817242656123405,68.1487415378567,51.75347648124962
2024-02-20,21:50:33,21.780404901511268,60.392858859001194,48.213827304779414
2024-02-20,21:50:33,22.96104198963893,61.62491651852932,49.09339483487563
2024-02-20,21:50:33,25.51395413220581,61.143841833445734,56.006769419038754
2024-02-20,21:50:33,27.515150861947212,62.92968253223566,53.76412658782552
2024-02-20,21:50:33,27.835839583994375,63.76405744444767,40.952864021945025
2024-02-20,21:50:33,26.230614382996315,67.52489296279839,51.421942983024394
2024-02-20,21:50:33,24.309363658140875,61.090799718363044,54.126587762714394
2024-02-20,21:50:33,27.21329621325961,63.205668775521204,59.94113207745602
2024-02-20,21:50:33,20.3319075780878,61.47395554607293,55.10913102538752
2024-02-20,21:50:33,25.188243998682825,62.21198093442457,54.457484619224346
2024-02-20,21:50:33,25.158294851139082,60.24143030028526,48.19245696372369
2024-02-20,21:50:33,22.78520485109775,50.00316093384813,40.14640883310418
2024-02-20,21:50:33,25.50419514042739,64.59756606884478,49.91233317707871
2024-02-20,21:50:33,29.745717175359147,62.97982048841382,52.04069330331414
2024-02-20,21:50:33,22.66319868475985,55.350898430408066,48.69288493834132
2024-02-20,21:50:33,10.197397026243296,40.66914198884071,43.340454173686695
2024-02-20,21:50:33,22.109288784431378,57.452679390310635,59.59520040870777
2024-02-20,21:50:33,28.145747098303772,69.7097139661405,46.76535111603592
2024-02-20,21:50:33,27.269151288335323,53.22826712916456,42.29489987494644
2024-02-20,21:50:33,24.778370697363993,62.01296993543249,51.71888151955326
2024-02-20,21:50:33,21.943240564606118,53.416739772347654,52.03304772661677
2024-02-20,21:50:33,25.682548930039992,64.50497907819417,57.48344210776014
2024-02-20,21:50:33,25.206435484187438,58.7018943993067,47.44989488362912
2024-02-20,21:50:33,24.913670665346547,50.90316518336554,57.14968482797534
2024-02-20,21:50:33,20.337230062334335,59.66129387139527,53.88073461003309
2024-02-20,21:50:33,21.589481969021897,60.90440764004522,55.02096211566093
2024-02-20,21:50:33,24.89471012151092,60.32493892887337,59.71319886067877
2024-02-20,21:50:33,20.271914257488604,57.56099426456732,51.88095635649442
2024-02-20,21:50:33,26.742856171164874,63.54376521102227,44.111215169987496
2024-02-20,21:50:33,14.725180585999066,55.73064553475153,72.09678243071878
2024-02-20,21:50:33,25.01869722958715,62.875086924546736,55.674446836451295
2024-02-20,21:50:33,24.101969275883327,51.364904526404594,52.903169321614094
2024-02-20,21:50:33,28.249328892668483,61.57906203257147,42.877877954056416
2024-02-20,21:50:33,28.575399300437866,59.05686602031154,47.661024340597486
2024-02-20,21:50:33,26.93182336298419,56.49623143750011,44.61065462170458
2024-02-20,21:50:33,28.678042919784136,66.14518773890109,42.287308164375645
2024-02-20,21:50:33,22.42610182997042,51.94449120731268,54.814249799123374
2024-02-20,21:50:33,21.87530114085044,55.4887621960366,48.31635195562972
2024-02-20,21:50:33,21.037367265405578,66.89730858386679,55.745051519333366
2024-02-20,21:50:33,21.960888506485226,62.330919454856776,40.50291558854446
2024-02-20,21:50:33,28.9345074855651,65.4861259383234,53.18439986506224
2024-02-20,21:50:33,35.11001492593615,70.32935870837821,61.299176484549875
2024-02-20,21:50:33,22.026714365575046,51.71496851255188,59.11628061888136
2024-02-20,21:50:33,23.820010625137517,58.2896713172345,59.685037464717766
2024-02-20,21:50:33,23.422127455023354,52.43781812882953,48.66838145274058
2024-02-20,21:50:33,26.72344194636632,51.43705855408139,31.831953701629267
2024-02-20,21:50:33,17.337795328754577,56.556629410064915,62.97517398579215
2024-02-20,21:50:33,29.301755204154098,58.41049445653809,43.083287652084174
2024-02-20,21:50:33,21.301269052749525,60.09520208309647,55.47197224179135
2024-02-20,21:50:33,29.58256036683715,61.052312080128225,40.85680500432477
2024-02-20,21:50:33,27.246219990926967,54.87549414804925,40.55856636457531
2024-02-20,21:50:33,29.319435361942915,51.0492282820168,44.76975108743493
2024-02-20,21:50:33,23.761944378648046,53.416982904642396,50.52733860163057
2024-02-20,21:50:33,21.644811088940703,59.10168008401095,49.25056626666102
2024-02-20,21:50:33,26.44713610120337,60.04799636840367,45.64744259756993
2024-02-20,21:50:33,23.18614048667355,50.85001175280349,49.871285606367294
2024-02-20,21:50:33,25.05236444263812,67.06301670617631,52.02013700888693
2024-02-20,21:50:33,11.849908162903143,58.50938204821223,71.03891982063399
2024-02-20,21:50:33,23.69864100892306,65.7941467263773,44.15728458454658
2024-02-20,21:50:33,20.094056183111636,64.19026471140756,47.07181504785496
2024-02-20,21:50:33,23.075125771292996,64.91372254414922,64.18663124155336
2024-02-20,21:50:33,27.772636913162316,64.95514688375285,57.36065900388394
2024-02-20,21:50:33,21.472445982901974,59.538879896195525,45.46688671522325
2024-02-20,21:50:33,28.90073261444725,50.277128070122856,47.96925277209763
2024-02-20,21:50:33,24.857326333109864,58.49391832258955,45.32123552924312
2024-02-20,21:50:33,28.602934138259805,53.11666872155191,58.10465634135966
2024-02-20,21:50:33,24.732377021645064,50.08091862164036,47.12173955266955
2024-02-20,21:50:33,21.913597309390326,63.19692542020951,61.42838836864754
2024-02-20,21:50:33,27.974641046403967,56.660745328218844,53.12437377213588
2024-02-20,21:50:33,26.99480145910815,52.064376651297366,43.34942914032332
2024-02-20,21:50:33,22.223209787550175,53.925176679722476,28.44411991491572
2024-02-20,21:50:33,20.255285719855873,51.9260703716326,54.30927378719733
2024-02-20,21:50:33,22.89179756182927,50.39866252090548,58.02231369070752
2024-02-20,21:50:33,27.202738046365454,69.72111803755435,54.55601094333506
2024-02-20,21:50:33,25.123660727823363,56.45255738458969,58.352292778142846
2024-02-20,21:50:33,29.019821142874914,81.02032661378018,25.310000758558715
2024-02-20,21:50:33,23.507757799702972,67.12197558289532,56.06263546082041
2024-02-20,21:50:33,23.734448806502396,69.58827265952755,55.90978471223578
2024-02-20,21:50:33,29.56390844381589,58.498812945142696,47.53439309466424
2024-02-20,21:50:33,22.329508085907314,61.39952821830137,52.60772667065325
2024-02-20,21:50:33,21.691023874053734,50.572832198115734,59.519602752057295
2024-02-20,21:50:33,20.28932315566235,66.31615380571347,54.3006039834154
2024-02-20,21:50:33,25.011792982382293,65.002071169507,41.5720554681779
2024-02-20,21:50:33,26.360927049585776,68.12983581632135,51.17954869259926
2024-02-20,21:50:33,24.35190208992791,56.821861085542444,40.862987529435856
2024-02-20,21:50:33,20.863833371779894,67.61490281392113,49.112232266580875
2024-02-20,21:50:33,15.870698249685711,59.206212380972005,26.88804297637858
2024-02-20,21:50:33,22.261464052162086,63.06538144620873,55.71994084917391
2024-02-20,21:50:33,29.370546306300945,63.57624134902359,41.45488057061403
2024-02-20,21:50:33,20.110014443072426,65.22833211775588,51.48070336850385
2024-02-20,21:50:33,28.313169612258662,64.3651382208701,42.04150305482278
2024-02-20,21:50:33,22.23949034383989,51.52076678519333,44.36555144630943
2024-02-20,21:50:33,28.047716401460995,57.73615095647047,56.850849433420365
2024-02-20,21:50:33,22.28194022576247,59.38924826101395,59.79578784165527
2024-02-20,21:50:33,23.749511193710692,68.95744791378027,52.76694421539073
2024-02-20,21:50:33,28.97220862557206,67.46121187505625,54.31610076115018
2024-02-20,21:50:33,10.157732761911454,95.79871948819701,34.13958501106512
2024-02-20,21:50:33,20.725838825562963,69.61640301026281,59.20492883968687
2024-02-20,21:50:33,20.02279791621493,64.83676617984628,56.455811052740096
2024-02-20,21:50:33,25.700698771448856,68.57821423321269,41.17044618246758
2024-02-20,21:50:33,21.311894486674042,67.834216799545,45.68761334535881
2024-02-20,21:50:33,23.93383706667765,67.56970644683386,41.61271229320388
2024-02-20,21:50:33,25.96279387498346,60.03200255493195,40.41467086906748
2024-02-20,21:50:33,10.528301372159403,55.95994003325989,66.20271088396373
2024-02-20,21:50:33,24.78387605379318,52.69818441246233,54.18784030105061
2024-02-20,21:50:33,24.08493806755061,64.26430351499278,41.65015394676668
2024-02-20,21:50:33,22.76345436844897,60.16663247407705,46.47752465382487
2024-02-20,21:50:33,24.68645968805444,55.638010572358844,58.289049221495105
2024-02-20,21:50:33,21.87688399860365,69.41853226981469,48.16329067210522
2024-02-20,21:50:33,28.97384487934076,62.1510977426604,57.37724365989673
2024-02-20,21:50:33,24.579845893397184,55.22614055063851,55.50847382878495
2024-02-20,21:50:33,24.366496885715733,56.319747068951656,47.42664328117997
2024-02-20,21:50:33,22.466124096384654,55.54975659214686,52.83768106162202
2024-02-20,21:50:33,24.869632073101776,53.137736436030124,59.18802588686873
2024-02-20,21:50:33,27.056371864224694,52.81060169878632,59.96487638900501
2024-02-20,21:50:33,21.20160244298375,51.93690668999287,50.304546054232674
2024-02-20,21:50:33,25.83046746413283,64.27000612446875,40.25008345583561
2024-02-20,21:50:33,29.84606273426002,64.03278428910744,44.12548290926876
